Order_No,Time from Pickup To arrival
Order_No_15309,1462.4704055406983
Order_No_24187,1984.2543410875733
Order_No_22812,1233.2048674999096
Order_No_605,1531.8888320543701
Order_No_4198,1622.0173674999096
Order_No_17273,3111.0082473375733
Order_No_27576,1834.8676223375733
Order_No_20612,1752.3295364000733
Order_No_17320,763.5863723375733
Order_No_23334,2092.6801223375733
Order_No_11611,1863.1293410875733
Order_No_4443,1341.5434035875733
Order_No_4514,1067.2777785875733
Order_No_19828,3419.8298674999096
Order_No_6459,2378.4330520250733
Order_No_18483,1988.5798674999096
Order_No_4504,1447.6345549999096
Order_No_7814,2482.9496535875733
Order_No_14554,1461.6195754625733
Order_No_7916,1358.3949660875733
Order_No_22231,821.9027785875733
Order_No_23538,2118.7660598375733
Order_No_13962,944.9003371813233
Order_No_19650,1203.8793410875733
Order_No_26678,2300.3832473375733
Order_No_24273,2692.0316848375733
Order_No_4880,1477.2172317125733
Order_No_7791,1913.3363723375733
Order_No_15866,1295.0310393749096
Order_No_2059,2007.1176223375733
Order_No_5899,2016.7309035875733
Order_No_14636,1632.9086379625733
Order_No_7286,1288.6937942125733
Order_No_8398,1464.6586379625733
Order_No_10001,1161.3832473375733
Order_No_1324,1363.1166457750733
Order_No_6596,1990.5576552965576
Order_No_16904,1552.0746535875733
Order_No_5195,1433.4079924999096
Order_No_18430,1946.3012160875733
Order_No_5755,1505.1359939196045
Order_No_22502,972.3122893749096
Order_No_19956,2026.2953567125733
Order_No_9812,1067.7191848375733
Order_No_21781,1112.1176223375733
Order_No_19719,892.2572707750733
Order_No_1220,1239.3109817125733
Order_No_7770,1683.9105910875733
Order_No_20358,2330.0609817125733
Order_No_16267,1112.5173674999096
Order_No_15725,961.6975432811596
Order_No_14641,2107.9779739000733
Order_No_17654,1017.3891067125733
Order_No_3571,881.4353362499096
Order_No_16851,820.8578567125733
Order_No_22252,1107.1566848375733
Order_No_12892,1052.1684035875733
Order_No_9029,1592.6176223375733
Order_No_23373,1113.6228103258545
Order_No_21832,1880.5756301500733
Order_No_14121,1319.9197112499096
Order_No_6610,1311.6215285875733
Order_No_25857,2057.6039504625733
Order_No_3061,698.641975364917
Order_No_27749,1319.7243987499096
Order_No_18092,1323.1723098375733
Order_No_25715,1584.1918410875733
Order_No_10350,1627.6254348375733
Order_No_8229,2354.9118987499096
Order_No_27857,1165.4340285875733
Order_No_21721,2454.8285598375733
Order_No_24121,2050.3845549999096
Order_No_20879,1261.5043410875733
Order_No_17356,1144.1267424999096
Order_No_13869,576.645881614917
Order_No_17421,1871.3862380602295
Order_No_19906,1521.3051223375733
Order_No_12999,1082.6293410875733
Order_No_14200,1267.3090285875733
Order_No_18895,1912.0004348375733
Order_No_14186,1332.6059035875733
Order_No_16825,1288.2191848375733
Order_No_19578,889.9262160875733
Order_No_22169,2452.5160598375733
Order_No_8928,2382.5707473375733
Order_No_22970,1383.2113723375733
Order_No_5504,3148.2538528063233
Order_No_19277,1806.3314895250733
Order_No_15396,1472.3109817125733
Order_No_18969,1733.0707473375733
Order_No_3980,1268.8754348375733
Order_No_17306,1335.1394378124096
Order_No_25747,1490.2719192125733
Order_No_2749,1037.0551223375733
Order_No_2453,923.6177291490967
Order_No_8431,986.7318801500733
Order_No_24710,1648.2269973375733
Order_No_1013,1534.7191848375733
Order_No_25574,1913.5551223375733
Order_No_984,2021.3168410875733
Order_No_18289,1961.0355910875733
Order_No_12289,2234.5017424999096
Order_No_9789,1590.8070754625733
Order_No_22418,2136.3285598375733
Order_No_20762,1728.9144973375733
Order_No_8354,1312.3031692125733
Order_No_12910,1355.7738723375733
Order_No_21283,1031.5253371813233
Order_No_21032,1920.5043410875733
Order_No_10111,821.1957473375733
Order_No_16188,1450.5785598375733
Order_No_26761,878.040168724292
Order_No_25610,978.7636184313233
Order_No_20686,569.6320266344483
Order_No_22107,1973.6527785875733
Order_No_7580,1929.1254348375733
Order_No_16847,1555.5570754625733
Order_No_1449,1903.1566848375733
Order_No_10022,1386.7641067125733
Order_No_8689,1090.4704924999096
Order_No_15490,1365.0902785875733
Order_No_20643,842.4066848375733
Order_No_23287,2322.0746535875733
Order_No_25576,895.8715285875733
Order_No_24590,1381.6937942125733
Order_No_2263,2120.0941848375733
Order_No_19336,1984.7426223375733
Order_No_18882,1877.8334426500733
Order_No_27766,2665.4079924999096
Order_No_7801,1541.0408049999096
Order_No_19428,1556.6267424999096
Order_No_23924,1564.1791457750733
Order_No_15375,3531.0932082750733
Order_No_17196,1185.1371535875733
Order_No_19442,1150.9340285875733
Order_No_8680,1706.3324660875733
Order_No_9759,1119.3376799999096
Order_No_16868,1629.4626799999096
Order_No_11783,1857.0720549999096
Order_No_5970,1314.0763625719483
Order_No_7186,1397.1518020250733
Order_No_9644,2333.5421828844483
Order_No_27646,1088.8852004625733
Order_No_23592,1138.5674163280346
Order_No_3984,1229.2260207750733
Order_No_27071,1490.0523147203858
Order_No_5488,1784.7152785875733
Order_No_25210,995.3363723375733
Order_No_23985,1535.2973098375733
Order_No_18009,1155.8891067125733
Order_No_25282,1057.0453567125733
Order_No_2029,2422.6879348375733
Order_No_17703,1107.5951614000733
Order_No_22539,1132.8676223375733
Order_No_16883,2957.3187942125733
Order_No_17083,2176.1306487499096
Order_No_10193,854.7465285875733
Order_No_25629,2473.4926223375733
Order_No_784,838.1019973375733
Order_No_13429,1304.0941848375733
Order_No_3427,1396.9861174999096
Order_No_21473,1586.0408049999096
Order_No_1162,1920.7855910875733
Order_No_604,1652.9730910875733
Order_No_11781,1550.4667434313233
Order_No_14298,1540.0115081249096
Order_No_9695,1203.0590285875733
Order_No_6582,1322.0251799999096
Order_No_25726,1352.9193801500733
Order_No_11901,1409.6117629625733
Order_No_27638,1295.5414504625733
Order_No_3773,1817.1840285875733
Order_No_16833,1504.1762160875733
Order_No_15992,1055.9828567125733
Order_No_25710,1256.2621535875733
Order_No_27634,2056.1579924999096
Order_No_1867,1520.7868987499096
Order_No_11273,1345.0385207750733
Order_No_25598,1467.7191848375733
Order_No_10946,1962.5043410875733
Order_No_804,1382.9408645250733
Order_No_23033,1473.8168410875733
Order_No_8896,1178.5603362499096
Order_No_4580,1945.2699660875733
Order_No_127,2141.7165862499096
Order_No_13178,1856.3207473375733
Order_No_15234,1270.3767424999096
Order_No_8813,1005.8812942125733
Order_No_20137,988.1169768749096
Order_No_6985,1851.8364944078858
Order_No_12502,1644.3298674999096
Order_No_319,2094.0390090563233
Order_No_28068,2310.9769973375733
Order_No_12463,1530.8187942125733
Order_No_19344,1470.4392424999096
Order_No_19624,2303.4340285875733
Order_No_23577,1145.7250442125733
Order_No_21017,1853.9704924999096
Order_No_11014,1739.1189299999096
Order_No_26841,1427.3681106188233
Order_No_18107,1273.1664504625733
Order_No_9527,1042.6853362499096
Order_No_15093,2027.2582473375733
Order_No_24254,908.7583694078858
Order_No_1434,1451.9965285875733
Order_No_7131,2131.0740081249096
Order_No_5297,876.5600051500733
Order_No_13640,1726.3302688219483
Order_No_11893,2370.5609817125733
Order_No_22940,1343.5883254625733
Order_No_26272,1490.1625442125733
Order_No_9408,1190.4079924999096
Order_No_15094,1627.9191360094483
Order_No_9956,2565.7660598375733
Order_No_21383,1491.0316848375733
Order_No_19182,1579.1482268749096
Order_No_16683,2718.6488723375733
Order_No_16381,1229.1806106188233
Order_No_16445,2233.3090285875733
Order_No_6257,1288.3533049999096
Order_No_23651,1232.6998977281983
Order_No_13317,1841.8923674999096
Order_No_20291,1351.4828567125733
Order_No_22958,1187.8187942125733
Order_No_14227,1688.9587737499096
Order_No_11052,2394.6500930406983
Order_No_4685,1227.0668410875733
Order_No_7783,1861.8617629625733
Order_No_14157,2497.0670852281983
Order_No_21015,1240.5394973375733
Order_No_2556,1055.6654739000733
Order_No_14255,1364.1483840563233
Order_No_22151,2666.7543410875733
Order_No_10327,1924.5551223375733
Order_No_10546,813.7256545641358
Order_No_24729,2271.8734817125733
Order_No_9010,1013.301399193042
Order_No_1964,1420.5134612499096
Order_No_24782,1335.4558181383545
Order_No_2574,1972.3051223375733
Order_No_21982,1103.5785598375733
Order_No_2550,3551.8676223375733
Order_No_17017,2094.2621535875733
Order_No_15755,1167.4474563219483
Order_No_19444,1161.8754348375733
Order_No_3554,2173.7050246813233
Order_No_3943,802.8832473375733
Order_No_26262,1148.7681350328858
Order_No_25343,2068.2367629625733
Order_No_8346,884.9262160875733
Order_No_7348,1503.8051223375733
Order_No_16703,1393.2387160875733
Order_No_25165,2234.5473098375733
Order_No_11181,1673.0961379625733
Order_No_19522,1396.6762160875733
Order_No_6242,1285.5043410875733
Order_No_16029,1600.2328567125733
Order_No_10140,1158.4548674999096
Order_No_19028,1881.6547927477295
Order_No_25988,2669.7035598375733
Order_No_5306,1159.5876799999096
Order_No_15537,1288.8324660875733
Order_No_7132,1651.5785598375733
Order_No_4515,2192.2172317125733
Order_No_22468,1412.5551223375733
Order_No_26150,1866.3217239000733
Order_No_8176,1280.9184035875733
Order_No_21218,852.6259841539795
Order_No_12390,1600.4392424999096
Order_No_27507,1314.6945876696045
Order_No_4122,1304.6405715563233
Order_No_6798,2466.0408049999096
Order_No_26188,1384.6410598375733
Order_No_19274,1312.0648879625733
Order_No_25521,1497.6239699938233
Order_No_24949,1251.7387160875733
Order_No_16309,1655.4857864000733
Order_No_22873,818.5915862499096
Order_No_2095,2016.0082473375733
Order_No_9436,1117.7680129625733
Order_No_18053,2289.0238723375733
Order_No_1063,505.85590358757327
Order_No_3875,920.4457473375733
Order_No_2647,1964.0873489000733
Order_No_7628,1302.9411956249096
Order_No_20941,1018.2523879625733
Order_No_22306,925.7191848375733
Order_No_1563,1350.5095549999096
Order_No_17036,1207.3285598375733
Order_No_22179,1680.4769973375733
Order_No_2109,1270.9887160875733
Order_No_2777,2021.5232619860108
Order_No_9379,2400.0082473375733
Order_No_3866,1642.0082473375733
Order_No_20297,1012.0766067125733
Order_No_10280,1226.4926223375733
Order_No_6937,1279.8852004625733
Order_No_9335,1679.4340285875733
Order_No_614,1647.1342239000733
Order_No_16042,1849.4359817125733
Order_No_935,972.2080764391358
Order_No_8282,991.6469192125733
Order_No_8974,2166.7426223375733
Order_No_5904,1787.2113723375733
Order_No_12844,1992.4223098375733
Order_No_256,1236.3767424999096
Order_No_14050,794.7689895250733
Order_No_4829,1145.4535598375733
Order_No_20977,2379.0551223375733
Order_No_19789,1304.1931487499096
Order_No_24015,1150.1926345446045
Order_No_23868,1930.6176223375733
Order_No_4842,822.0355910875733
Order_No_22210,1375.8988723375733
Order_No_23354,4638.344184837573
Order_No_6577,1641.9613723375733
Order_No_12378,1867.9743987499096
Order_No_25530,1499.4340285875733
Order_No_24984,876.6605910875733
Order_No_12714,1272.8997420885498
Order_No_26084,1198.6000442125733
Order_No_23984,1673.2582473375733
Order_No_2036,1529.8451614000733
Order_No_6670,2620.6548537828858
Order_No_22080,1515.1879348375733
Order_No_15856,918.9926223375733
Order_No_18926,843.4436370311596
Order_No_21966,1668.7478362499096
Order_No_4115,3013.4066848375733
Order_No_8474,2005.6345549999096
Order_No_17315,1252.2836379625733
Order_No_19890,1612.0637542186596
Order_No_23923,880.5766372301514
Order_No_8126,2938.5394973375733
Order_No_17643,1955.3129348375733
Order_No_14091,1364.3227004625733
Order_No_11744,1315.9900237499096
Order_No_16828,1278.9144973375733
Order_No_21117,1124.3617629625733
Order_No_27658,1428.7361174999096
Order_No_9340,2067.2169875719483
Order_No_27096,1787.9470549999096
Order_No_1501,2330.8689299999096
Order_No_1457,1904.5824660875733
Order_No_22930,1375.3871535875733
Order_No_8646,1009.3852004625733
Order_No_9511,1348.5001906969483
Order_No_26094,1027.4782180406983
Order_No_7002,1426.7536956249096
Order_No_15749,1284.4535598375733
Order_No_2644,2079.3454924999096
Order_No_18704,1637.0717239000733
Order_No_10368,2042.6508254625733
Order_No_3453,987.4423293688233
Order_No_27734,616.0180129625733
Order_No_24946,1275.6693801500733
Order_No_27772,2048.9027785875733
Order_No_11578,1190.5242034374096
Order_No_12446,1307.8129348375733
Order_No_2705,1231.1019973375733
Order_No_7376,951.7572707750733
Order_No_1066,2303.8129348375733
Order_No_3756,1378.3533049999096
Order_No_2753,1870.1150237499096
Order_No_16430,2586.5375442125733
Order_No_10795,1282.2152785875733
Order_No_19401,2302.0473098375733
Order_No_4572,1431.0661956249096
Order_No_2411,1462.4516067125733
Order_No_9352,1825.1845168688233
Order_No_21900,1233.5896331249096
Order_No_24512,1862.7582473375733
Order_No_25323,1961.6977004625733
Order_No_14387,1046.8568801500733
Order_No_18508,1125.8598098375733
Order_No_20206,2101.2846145250733
Order_No_18088,2010.2829924999096
Order_No_7280,2303.0238723375733
Order_No_23298,1387.3519973375733
Order_No_3003,856.8007278063233
Order_No_26178,757.9926223375733
Order_No_6280,1065.6970549999096
Order_No_6436,2219.6957473375733
Order_No_21055,1225.2250442125733
Order_No_24393,1334.1176223375733
Order_No_13353,1229.1697112499096
Order_No_6887,1283.5590285875733
Order_No_25408,1477.4418410875733
Order_No_27884,1284.5199660875733
Order_No_19519,1899.3363723375733
Order_No_3290,845.9887160875733
Order_No_23436,1514.6859817125733
Order_No_18966,844.2654143749096
Order_No_829,2165.0316848375733
Order_No_1880,1527.0414504625733
Order_No_23337,1861.6046523668701
Order_No_7576,1508.9079924999096
Order_No_8810,2497.6098098375733
Order_No_15795,2086.6605910875733
Order_No_19469,1082.4027785875733
Order_No_2487,1871.3715285875733
Order_No_17502,1842.5941848375733
Order_No_17132,2049.1234817125733
Order_No_21254,3330.5736770250733
Order_No_10442,2151.6410598375733
Order_No_10312,807.2260207750733
Order_No_27410,912.0121535875733
Order_No_11326,1475.8886184313233
Order_No_12760,2688.5199660875733
Order_No_6499,1402.9236174999096
Order_No_12145,1895.7973098375733
Order_No_4070,1610.5707473375733
Order_No_21361,3117.4652785875733
Order_No_19555,1117.8533049999096
Order_No_7370,1116.5095549999096
Order_No_27330,1771.3533049999096
Order_No_6142,1460.0668410875733
Order_No_14565,1668.9574660875733
Order_No_26825,2148.0394973375733
Order_No_1174,1009.5570754625733
Order_No_13671,1171.2191848375733
Order_No_19314,1576.0320159374096
Order_No_16314,1304.2465285875733
Order_No_6211,1408.0687942125733
Order_No_12870,2021.2048674999096
Order_No_27248,1165.2934035875733
Order_No_4654,1419.8220549999096
Order_No_15448,1835.3788528063233
Order_No_13690,1582.0076018749096
Order_No_23109,731.5941848375733
Order_No_27343,2347.6488723375733
Order_No_19496,2095.5629348375733
Order_No_18710,1196.845832786792
Order_No_6986,1518.1371535875733
Order_No_16459,1286.7201614000733
Order_No_28208,747.1488723375733
Order_No_16564,1248.7582473375733
Order_No_23282,931.8168410875733
Order_No_8309,1409.8324660875733
Order_No_16616,1052.0238723375733
Order_No_21391,1546.3025237499096
Order_No_28223,1777.0095549999096
Order_No_10533,1338.0297317125733
Order_No_9456,1242.378085273347
Order_No_2221,2659.9789504625733
Order_No_25138,2285.3090285875733
Order_No_18298,768.2226028063233
Order_No_9510,996.7807082750733
Order_No_2485,2548.4540481188233
Order_No_27327,693.2975539781983
Order_No_18819,1207.4477004625733
Order_No_2028,1928.6146926500733
Order_No_6571,2259.7387160875733
Order_No_28006,2184.3031692125733
Order_No_24967,1179.3832473375733
Order_No_1444,2355.8168410875733
Order_No_20501,2169.1508254625733
Order_No_15671,1763.3259612499096
Order_No_1033,792.0219192125733
Order_No_2136,1301.0121535875733
Order_No_1601,1278.4105910875733
Order_No_3174,2893.9887160875733
Order_No_23725,1788.0629348375733
Order_No_20705,1081.3454924999096
Order_No_8881,3167.1227492906983
Order_No_23904,1241.4799270250733
Order_No_4742,1232.5980910875733
Order_No_10182,1322.6835403063233
Order_No_20877,1284.0082473375733
Order_No_20107,1283.7738723375733
Order_No_25174,879.4586867906983
Order_No_992,1117.6258010485108
Order_No_25564,1034.6078567125733
Order_No_13620,1229.3441848375733
Order_No_25209,2265.3060989000733
Order_No_7631,876.2660598375733
Order_No_6886,1240.0893020250733
Order_No_2227,730.5072707750733
Order_No_9777,1317.5434035875733
Order_No_5450,2066.4617034374096
Order_No_26499,1869.0017424999096
Order_No_15936,1050.4584426500733
Order_No_8849,1748.4609756090576
Order_No_11169,2392.5153884508545
Order_No_4819,1238.9340285875733
Order_No_18974,2579.8881301500733
Order_No_5098,1523.2973098375733
Order_No_27586,1819.8676223375733
Order_No_15052,1108.1195754625733
Order_No_3052,867.8402785875733
Order_No_11165,1539.1941863475658
Order_No_5241,1964.3754348375733
Order_No_3395,2556.6059035875733
Order_No_22174,1682.9769973375733
Order_No_12260,2745.7113723375733
Order_No_18668,1151.3930129625733
Order_No_27246,1646.6189299999096
Order_No_15071,1302.4027785875733
Order_No_22211,1570.0863723375733
Order_No_26363,1225.1579924999096
Order_No_5779,1999.2035598375733
Order_No_13413,1315.5863723375733
Order_No_12810,1620.1332473375733
Order_No_26119,1549.4197112499096
Order_No_13151,1471.9001799999096
Order_No_10631,1106.2982864000733
Order_No_3649,1885.3051223375733
Order_No_14329,1379.0043410875733
Order_No_2248,728.3012160875733
Order_No_15215,1190.2621535875733
Order_No_10649,1982.6879348375733
Order_No_12531,1597.7699660875733
Order_No_20424,1513.7582473375733
Order_No_25851,987.1999587633545
Order_No_1657,1994.0023879625733
Order_No_9925,1198.1508254625733
Order_No_7860,2986.3764114000733
Order_No_15403,1222.3128280260498
Order_No_8544,1412.2113723375733
Order_No_18308,1506.4783049999096
Order_No_23126,655.8734817125733
Order_No_26875,1107.7777785875733
Order_No_11533,850.5922317125733
Order_No_8815,1193.1879348375733
Order_No_24322,953.2543410875733
Order_No_20793,1422.3671340563233
Order_No_3402,2104.2348098375733
Order_No_18786,1872.1019973375733
Order_No_17095,1083.5109939196045
Order_No_16441,2105.9691848375733
Order_No_22795,1690.6801223375733
Order_No_19926,1280.6449660875733
Order_No_9111,1574.9027785875733
Order_No_27945,2210.3969192125733
Order_No_5614,1377.1801223375733
Order_No_15547,783.1644973375733
Order_No_25790,2128.9809035875733
Order_No_20766,791.7855910875733
Order_No_20374,2301.3988723375733
Order_No_18385,1049.9828567125733
Order_No_18143,1799.7338332750733
Order_No_4835,1698.0414504625733
Order_No_21379,2139.6098098375733
Order_No_5444,2909.6566848375733
Order_No_3401,1383.1859817125733
Order_No_6604,2435.3005706249096
Order_No_6496,1000.5935393749096
Order_No_213,1840.5603362499096
Order_No_10714,1995.0941848375733
Order_No_7152,977.3357268749096
Order_No_82,1410.5199660875733
Order_No_1790,784.9840774156983
Order_No_13605,3568.9340285875733
Order_No_26575,2496.9398879625733
Order_No_27651,1191.7400237499096
Order_No_3745,1474.3246535875733
Order_No_25540,1143.2263518749096
Order_No_22822,1302.9066848375733
Order_No_2919,852.1918410875733
Order_No_27152,1526.9242629625733
Order_No_17411,1964.5551223375733
Order_No_23888,952.5683059313233
Order_No_19412,1273.4076614000733
Order_No_16996,1536.2855910875733
Order_No_18132,1062.3187942125733
Order_No_8127,1242.1879348375733
Order_No_7491,1577.1345549999096
Order_No_11113,1082.4105910875733
Order_No_23426,2071.4197112499096
Order_No_27153,1864.9105910875733
Order_No_5242,2666.5173674999096
Order_No_8602,2184.3129348375733
Order_No_9363,1091.3096541979248
Order_No_13981,1126.7566253124096
Order_No_6513,1074.0824660875733
Order_No_1027,1129.7055129625733
Order_No_12745,1557.5824660875733
Order_No_20160,890.6898879625733
Order_No_11461,1572.1781692125733
Order_No_22626,2667.2750930406983
Order_No_19672,2087.2445754625733
Order_No_8299,968.8852004625733
Order_No_26611,2103.9066848375733
Order_No_17269,1142.1410598375733
Order_No_21804,1901.2048674999096
Order_No_5698,887.4672317125733
Order_No_27035,855.8283156969483
Order_No_17814,1807.0173674999096
Order_No_12374,1418.4926223375733
Order_No_280,825.9926223375733
Order_No_15243,1979.8923674999096
Order_No_22552,1127.9125442125733
Order_No_12938,1386.2517424999096
Order_No_17756,1139.1293410875733
Order_No_9958,2196.0629348375733
Order_No_21572,1055.1086501696045
Order_No_13788,1432.0629348375733
Order_No_21698,1139.6426467516358
Order_No_4568,1436.1234817125733
Order_No_18326,1085.5355910875733
Order_No_22621,1437.2738723375733
Order_No_22518,1298.7543410875733
Order_No_21981,1111.1996535875733
Order_No_19943,2172.2504348375733
Order_No_1906,1812.679817161792
Order_No_27227,1446.2045364000733
Order_No_3704,1296.7035598375733
Order_No_10015,1338.2289504625733
Order_No_4591,1669.9262160875733
Order_No_11021,1324.4763869860108
Order_No_9435,2787.6501799999096
Order_No_12606,1790.4613723375733
Order_No_8719,1493.9624709703858
Order_No_20106,1091.2816848375733
Order_No_20484,2064.5004348375733
Order_No_10293,4119.773872337573
Order_No_10503,1028.4271926500733
Order_No_26562,3170.8676223375733
Order_No_10494,1587.6775237499096
Order_No_3451,1425.4281692125733
Order_No_3553,1074.3227004625733
Order_No_9347,1350.1286956249096
Order_No_18970,1147.3168410875733
Order_No_11999,955.2172317125733
Order_No_19051,1065.8793410875733
Order_No_19702,1809.7973098375733
Order_No_20102,2538.1000442125733
Order_No_5653,2172.1605910875733
Order_No_10319,2659.5629348375733
Order_No_26622,1435.0785598375733
Order_No_18514,925.3376799999096
Order_No_24105,930.5907668688233
Order_No_13407,1097.6234817125733
Order_No_6773,716.4331740953858
Order_No_4090,1785.2094192125733
Order_No_19925,1748.4688186266358
Order_No_7374,689.7528762438233
Order_No_23765,2593.9125442125733
Order_No_6304,1406.2947112499096
Order_No_25566,1473.0798674999096
Order_No_6898,2102.6462737499096
Order_No_16909,1341.4861174999096
Order_No_22681,1342.9900237499096
Order_No_10858,1329.9393996813233
Order_No_8577,2288.5551223375733
Order_No_21237,1277.6488723375733
Order_No_26568,1002.7435989000733
Order_No_18310,1860.434211693042
Order_No_12882,1554.9809035875733
Order_No_4578,904.3728103258545
Order_No_21869,977.1535110094483
Order_No_5128,1625.2165862499096
Order_No_2609,1049.7865676500733
Order_No_241,2049.0434035875733
Order_No_4475,916.7738723375733
Order_No_5833,1865.8611174999096
Order_No_20408,1773.7204924999096
Order_No_2820,1066.7485427477295
Order_No_20896,1555.5798415758545
Order_No_15377,1211.6540862499096
Order_No_14132,1682.1840285875733
Order_No_16129,1574.9392424999096
Order_No_9067,2419.7140578844483
Order_No_15157,1532.0062942125733
Order_No_16408,1138.3154983141358
Order_No_5874,2663.9613723375733
Order_No_21277,1701.2221145250733
Order_No_8317,1332.9887160875733
Order_No_2834,2553.6019973375733
Order_No_7905,1320.7016067125733
Order_No_3416,1171.5668410875733
Order_No_22709,1346.5004348375733
Order_No_10550,1958.5844192125733
Order_No_24066,3882.2348098375733
Order_No_11359,1350.1996535875733
Order_No_8030,1889.8220549999096
Order_No_1166,2318.3441848375733
Order_No_14906,2773.6228362499096
Order_No_9557,1825.5560989000733
Order_No_7864,1348.0844192125733
Order_No_944,1283.3324660875733
Order_No_19029,982.3295364000733
Order_No_9396,2208.1410598375733
Order_No_6593,1843.2269973375733
Order_No_13737,1523.5941848375733
Order_No_5225,1660.7894973375733
Order_No_8988,707.5531692125733
Order_No_10010,2032.8734817125733
Order_No_13725,1164.4144973375733
Order_No_14420,1389.7079543688233
Order_No_1399,3237.5368987499096
Order_No_17777,1733.6840285875733
Order_No_27119,1510.2204924999096
Order_No_27768,1358.3012160875733
Order_No_16881,2209.4535598375733
Order_No_14788,2258.7113723375733
Order_No_14603,1120.5798674999096
Order_No_14031,805.3949660875733
Order_No_9365,1288.9294768749096
Order_No_23718,1451.8812942125733
Order_No_12276,1326.5837737499096
Order_No_17937,1240.1033049999096
Order_No_27942,1342.1019973375733
Order_No_8919,958.3637160875733
Order_No_12428,709.2914504625733
Order_No_7550,1648.915194648347
Order_No_12442,1154.0082473375733
Order_No_25572,1185.0769378124096
Order_No_24525,1464.5876799999096
Order_No_13063,1608.6840285875733
Order_No_3122,2496.3812942125733
Order_No_9220,1803.2035598375733
Order_No_18709,928.8695754625733
Order_No_18935,1169.4203567125733
Order_No_17565,1338.7230910875733
Order_No_6849,900.4345168688233
Order_No_1490,1313.5941848375733
Order_No_25155,925.1195754625733
Order_No_6053,1598.7892531969483
Order_No_2767,1062.7421340563233
Order_No_9943,1153.3671340563233
Order_No_10518,1607.7543410875733
Order_No_14202,1644.6840285875733
Order_No_6287,1695.1059035875733
Order_No_21467,1439.9548674999096
Order_No_22083,1325.9086379625733
Order_No_11424,962.6664504625733
Order_No_13944,1181.5648879625733
Order_No_1625,2094.7894973375733
Order_No_5941,1759.0150832750733
Order_No_7413,1071.7582473375733
Order_No_24095,848.0492629625733
Order_No_8003,1266.1102981188233
Order_No_14979,1134.9535598375733
Order_No_9827,1627.4730910875733
Order_No_1945,1106.9809035875733
Order_No_8280,2316.8754348375733
Order_No_22920,2544.2641067125733
Order_No_12485,1759.2517424999096
Order_No_16059,1433.8822707750733
Order_No_11664,1443.4652785875733
Order_No_1794,1604.2528762438233
Order_No_7099,1097.1618987499096
Order_No_9324,2871.0642424999096
Order_No_21112,1721.2035598375733
Order_No_23293,640.3930129625733
Order_No_27203,2143.0212737499096
Order_No_24178,1719.6527785875733
Order_No_591,1515.6879348375733
Order_No_9437,1476.0941848375733
Order_No_18634,2116.9184035875733
Order_No_24563,2173.4359817125733
Order_No_19708,878.1687697985108
Order_No_7490,1267.6723098375733
Order_No_10322,1262.2712737499096
Order_No_21465,1387.8935012438233
Order_No_17859,1406.4867629625733
Order_No_8954,1465.8812942125733
Order_No_14951,1086.0170364000733
Order_No_17057,1486.1215285875733
Order_No_27933,1220.6675490953858
Order_No_27122,1307.1117629625733
Order_No_7425,828.3588591991283
Order_No_9444,1378.3227004625733
Order_No_15606,1305.9301223375733
Order_No_20379,2659.2641067125733
Order_No_484,1094.3363723375733
Order_No_20145,1043.0935393749096
Order_No_2478,1674.4496535875733
Order_No_17073,1696.9496535875733
Order_No_1291,1733.8598098375733
Order_No_24396,1311.9379348375733
Order_No_839,1843.5340041735108
Order_No_1469,1470.8129348375733
Order_No_1108,1016.8852004625733
Order_No_25326,1333.0473098375733
Order_No_10588,1422.5668410875733
Order_No_18754,843.1599807360108
Order_No_10868,1625.2101363756592
Order_No_25761,1966.2269973375733
Order_No_15350,1428.4066848375733
Order_No_5702,1031.9691848375733
Order_No_2844,1384.5746535875733
Order_No_18348,1102.876853904956
Order_No_23445,1515.1039504625733
Order_No_10595,1755.5043410875733
Order_No_17462,1261.4164504625733
Order_No_20071,1968.1918410875733
Order_No_21442,1787.2388381578858
Order_No_18851,891.9691848375733
Order_No_13934,1305.1658049999096
Order_No_15392,937.8998489000733
Order_No_15723,1512.0297317125733
Order_No_4532,2116.6566848375733
Order_No_14246,857.8376799999096
Order_No_17518,1537.0531692125733
Order_No_4382,1607.6742629625733
Order_No_8824,1330.997199974292
Order_No_19377,1088.749885521167
Order_No_8933,1425.7699660875733
Order_No_24748,1124.7582473375733
Order_No_18151,1689.3301116405346
Order_No_17858,1987.0082473375733
Order_No_16873,1129.3910598375733
Order_No_26357,2211.6019973375733
Order_No_21124,1556.0673293688233
Order_No_14859,1121.2738723375733
Order_No_5333,1984.7152785875733
Order_No_16956,2217.1664504625733
Order_No_23826,1435.1059035875733
Order_No_2826,756.1138381578858
Order_No_4720,1299.5746535875733
Order_No_26939,1061.5228957750733
Order_No_16566,1341.7602004625733
Order_No_21655,1146.3148879625733
Order_No_15872,1227.1540862499096
Order_No_1602,955.2711867906983
Order_No_917,2660.3090285875733
Order_No_1252,836.5702590563233
Order_No_20164,1419.2875442125733
Order_No_27263,1776.1566848375733
Order_No_14687,2304.9262160875733
Order_No_14857,1353.3539504625733
Order_No_11919,950.4978362499096
Order_No_13175,2194.2751799999096
Order_No_20929,1798.6293410875733
Order_No_23307,900.0277785875733
Order_No_7701,1527.3598098375733
Order_No_24720,1437.1742629625733
Order_No_8223,2335.8139114000733
